,ResponseId,Q409,eBMRQ_total,BMRQ_emotion,BMRQ_sensorimotor,BMRQ_moodreg,BMRQ_musicseek,BMRQ_socialreward,BMRQ_absorption,Gold_total,Gold_activeengagement,Gold_perceptualabilities,Gold_musicaltraining,Gold_singingabilities,Gold_emotion,Gold_musicalsophistication,AIMS_total,PASS_total,PASS_sex,PASS_eating,PASS_touch,PASS_feeling,PASS_sound,PASS_vision,PASS_movement,PASS_temperature,PASS_general,PASS_smell,PASS_noaud,name,value,stim,rating,pre_post,stim_type
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X23_Q454,5,23,liking,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X24_Q454,9,24,liking,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X25_Q454,6,25,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X26_Q454,5,26,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X27_Q454,8,27,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X28_Q454,7,28,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X29_Q454,7,29,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X30_Q454,5,30,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X31_Q454,6,31,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X32_Q454,7,32,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X33_Q454,7,33,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X34_Q454,7,34,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X35_Q454,6,35,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X36_Q454,8,36,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X37_Q454,7,37,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X38_Q454,7,38,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X39_Q454,7,39,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X40_Q454,8,40,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X41_Q454,4,41,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X42_Q454,7,42,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X43_Q454,5,43,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X44_Q454,9,44,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X45_Q454,8,45,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X46_Q454,8,46,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X47_Q454,5,47,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X48_Q454,9,48,liking,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X1_Q402,6,1,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X2_Q402,10,2,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X3_Q402,6,3,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X4_Q402,2,4,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X5_Q402,5,5,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X6_Q402,8,6,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X7_Q402,2,7,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X8_Q402,2,8,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X9_Q402,2,9,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X10_Q402,5,10,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X11_Q402,4,11,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X12_Q402,1,12,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X13_Q402,1,13,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X14_Q402,1,14,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X15_Q402,3,15,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X16_Q402,2,16,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X17_Q402,7,17,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X18_Q402,8,18,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X19_Q402,2,19,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X20_Q402,2,20,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X21_Q402,5,21,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X22_Q402,3,22,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X23_Q402,6,23,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X24_Q402,5,24,speech,pre,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X25_Q402,4,25,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X26_Q402,7,26,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X27_Q402,8,27,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X28_Q402,7,28,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X29_Q402,3,29,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X30_Q402,1,30,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X31_Q402,2,31,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X32_Q402,2,32,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X33_Q402,2,33,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X34_Q402,2,34,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X35_Q402,4,35,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X36_Q402,6,36,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X37_Q402,1,37,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X38_Q402,5,38,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X39_Q402,7,39,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X40_Q402,5,40,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X41_Q402,1,41,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X42_Q402,1,42,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X43_Q402,4,43,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X44_Q402,8,44,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X45_Q402,5,45,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X46_Q402,3,46,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X47_Q402,2,47,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X48_Q402,1,48,speech,pre,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X1_Q406,7,1,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X2_Q406,10,2,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X3_Q406,8,3,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X4_Q406,2,4,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X5_Q406,5,5,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X6_Q406,8,6,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X7_Q406,2,7,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X8_Q406,2,8,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X9_Q406,2,9,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X10_Q406,9,10,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X11_Q406,5,11,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X12_Q406,2,12,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X13_Q406,4,13,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X14_Q406,2,14,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X15_Q406,2,15,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X16_Q406,2,16,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X17_Q406,2,17,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X18_Q406,8,18,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X19_Q406,2,19,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X20_Q406,8,20,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X21_Q406,9,21,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X22_Q406,8,22,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X23_Q406,5,23,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X24_Q406,8,24,speech,post,illusion
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X25_Q406,3,25,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X26_Q406,3,26,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X27_Q406,8,27,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X28_Q406,7,28,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X29_Q406,2,29,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X30_Q406,1,30,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X31_Q406,2,31,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X32_Q406,1,32,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X33_Q406,2,33,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X34_Q406,1,34,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X35_Q406,6,35,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X36_Q406,5,36,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X37_Q406,1,37,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X38_Q406,2,38,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X39_Q406,3,39,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X40_Q406,5,40,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X41_Q406,2,41,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X42_Q406,2,42,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X43_Q406,3,43,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X44_Q406,8,44,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X45_Q406,9,45,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X46_Q406,7,46,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X47_Q406,3,47,speech,post,control
1,11370094,Laurel,103,15,19,19,17,17,16,4.4865,4.6667,5.4444,3,3.5714,5.3333,3.7778,133,7,0,0,2,0,1,1,2,1,0,0,6,X48_Q406,2,48,speech,post,control
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X1_Q397,6,1,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X2_Q397,2,2,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X3_Q397,7,3,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X4_Q397,2,4,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X5_Q397,6,5,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X6_Q397,4,6,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X7_Q397,2,7,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X8_Q397,3,8,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X9_Q397,6,9,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X10_Q397,6,10,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X11_Q397,6,11,liking,pre,illusion
1,11370102,Laurel,92,18,12,20,13,15,14,4.1892,4.1111,4.5556,3,4.2857,4.8333,3.8889,130,16,2,0,1,0,6,4,2,1,1,0,10,X12_Q397,8,12,liking,pre,illusion
