,ResponseId,Q409,eBMRQ_total,BMRQ_emotion,BMRQ_sensorimotor,BMRQ_moodreg,BMRQ_musicseek,BMRQ_socialreward,BMRQ_absorption,Gold_total,Gold_activeengagement,Gold_perceptualabilities,Gold_musicaltraining,Gold_singingabilities,Gold_emotion,Gold_musicalsophistication,AIMS_total,PASS_total,PASS_sex,PASS_eating,PASS_touch,PASS_feeling,PASS_sound,PASS_vision,PASS_movement,PASS_temperature,PASS_general,PASS_smell,PASS_noaud,name,value,stim,rating,pre_post,stim_type
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X9_Q402,1,9,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X10_Q402,1,10,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X11_Q402,4,11,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X12_Q402,3,12,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X13_Q402,1,13,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X14_Q402,1,14,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X15_Q402,1,15,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X16_Q402,1,16,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X17_Q402,1,17,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X18_Q402,1,18,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X19_Q402,1,19,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X20_Q402,1,20,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X21_Q402,1,21,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X22_Q402,1,22,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X23_Q402,1,23,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X24_Q402,1,24,speech,pre,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X25_Q402,1,25,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X26_Q402,1,26,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X27_Q402,1,27,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X28_Q402,1,28,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X29_Q402,1,29,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X30_Q402,1,30,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X31_Q402,1,31,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X32_Q402,1,32,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X33_Q402,1,33,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X34_Q402,2,34,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X35_Q402,1,35,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X36_Q402,1,36,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X37_Q402,1,37,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X38_Q402,1,38,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X39_Q402,1,39,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X40_Q402,1,40,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X41_Q402,1,41,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X42_Q402,1,42,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X43_Q402,1,43,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X44_Q402,1,44,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X45_Q402,1,45,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X46_Q402,1,46,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X47_Q402,1,47,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X48_Q402,1,48,speech,pre,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X1_Q406,4,1,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X2_Q406,3,2,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X3_Q406,2,3,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X4_Q406,1,4,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X5_Q406,3,5,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X6_Q406,5,6,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X7_Q406,3,7,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X8_Q406,2,8,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X9_Q406,1,9,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X10_Q406,2,10,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X11_Q406,3,11,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X12_Q406,1,12,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X13_Q406,1,13,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X14_Q406,1,14,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X15_Q406,4,15,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X16_Q406,3,16,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X17_Q406,2,17,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X18_Q406,3,18,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X19_Q406,3,19,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X20_Q406,1,20,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X21_Q406,4,21,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X22_Q406,2,22,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X23_Q406,1,23,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X24_Q406,1,24,speech,post,illusion
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X25_Q406,1,25,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X26_Q406,1,26,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X27_Q406,1,27,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X28_Q406,1,28,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X29_Q406,2,29,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X30_Q406,1,30,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X31_Q406,7,31,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X32_Q406,7,32,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X33_Q406,1,33,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X34_Q406,2,34,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X35_Q406,1,35,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X36_Q406,1,36,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X37_Q406,1,37,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X38_Q406,3,38,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X39_Q406,3,39,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X40_Q406,2,40,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X41_Q406,1,41,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X42_Q406,2,42,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X43_Q406,1,43,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X44_Q406,2,44,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X45_Q406,2,45,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X46_Q406,1,46,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X47_Q406,1,47,speech,post,control
1,11363898,Yanny,101,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,X48_Q406,2,48,speech,post,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X1_Q397,4,1,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X2_Q397,4,2,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X3_Q397,6,3,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X4_Q397,6,4,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X5_Q397,8,5,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X6_Q397,7,6,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X7_Q397,7,7,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X8_Q397,6,8,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X9_Q397,4,9,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X10_Q397,3,10,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X11_Q397,3,11,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X12_Q397,4,12,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X13_Q397,3,13,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X14_Q397,4,14,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X15_Q397,7,15,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X16_Q397,6,16,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X17_Q397,4,17,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X18_Q397,3,18,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X19_Q397,2,19,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X20_Q397,7,20,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X21_Q397,7,21,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X22_Q397,6,22,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X23_Q397,7,23,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X24_Q397,7,24,liking,pre,illusion
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X25_Q397,7,25,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X26_Q397,6,26,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X27_Q397,8,27,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X28_Q397,7,28,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X29_Q397,6,29,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X30_Q397,4,30,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X31_Q397,6,31,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X32_Q397,7,32,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X33_Q397,6,33,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X34_Q397,6,34,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X35_Q397,2,35,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X36_Q397,7,36,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X37_Q397,4,37,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X38_Q397,7,38,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X39_Q397,7,39,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X40_Q397,6,40,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X41_Q397,4,41,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X42_Q397,6,42,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X43_Q397,3,43,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X44_Q397,3,44,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X45_Q397,4,45,liking,pre,control
1,11363909,Yanny,51,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,X46_Q397,4,46,liking,pre,control
