ResponseId,Q409,eBMRQ_total,BMRQ_emotion,BMRQ_sensorimotor,BMRQ_moodreg,BMRQ_musicseek,BMRQ_socialreward,BMRQ_absorption,Gold_total,Gold_activeengagement,Gold_perceptualabilities,Gold_musicaltraining,Gold_singingabilities,Gold_emotion,Gold_musicalsophistication,AIMS_total,PASS_total,PASS_sex,PASS_eating,PASS_touch,PASS_feeling,PASS_sound,PASS_vision,PASS_movement,PASS_temperature,PASS_general,PASS_smell,PASS_noaud
R_7RiSFwLEHsjfOfv,Laurel,95,17,15,16,16,14,17,3.578947368,3.333333333,4.666666667,1,3.666666667,5.833333333,2.388888889,126,0,0,0,0,0,0,0,0,0,0,0,0
R_7rMK0nyvgb6OYUu,Yanny,78,11,19,16,10,11,11,3.921052632,3.444444444,5,3.285714286,4.166666667,4.166666667,3.222222222,97,14,1,1,2,0,3,3,1,2,0,1,11
R_7rOsFhZMPeCSZSN,Yanny,62,16,11,10,8,9,8,2.578947368,1.888888889,3.777777778,1.285714286,3.166666667,3.166666667,2.111111111,69,18,1,1,1,0,5,5,3,2,0,0,13
R_7ruGrXHUyTLWCBn,Yanny,112,20,20,20,14,19,19,5.921052632,4.333333333,6.888888889,5.714285714,7.333333333,6.666666667,6.111111111,146,4,2,0,1,0,0,0,0,0,0,0,4
R_7S3RXu8n0Q5s2t3,Laurel,107,18,20,18,18,16,17,3.447368421,3.777777778,4.333333333,1,3,5.5,2.388888889,133,14,1,0,1,0,3,2,4,2,0,0,11
R_7S564V2mUUjnzuV,Laurel,99,20,18,20,13,11,17,3.473684211,2.777777778,5.111111111,1,3.5,5.5,2.444444444,142,10,0,0,0,0,2,0,5,1,0,1,8
R_7TLhMvhbrpuRpIt,Yanny,75,17,20,20,4,5,9,2.526315789,1.444444444,3.222222222,2,3.833333333,2.833333333,2.222222222,81,23,3,3,5,0,3,0,4,2,1,1,20
R_7UoqWi0FT6bzwAN,Yanny,105,20,16,20,18,16,15,4.026315789,4,5.555555556,1.428571429,4.666666667,4.833333333,3.166666667,131,11,3,2,1,0,2,1,1,0,0,1,9
R_7uTWORMdj6F6y6t,Yanny,92,18,15,18,17,14,10,3.105263158,3.111111111,3.666666667,2.142857143,3.666666667,3.333333333,3,92,18,4,1,2,0,5,1,2,1,1,0,13
R_7VsnHioTrdzuLg5,Yanny,105,20,18,20,20,16,11,5,4.222222222,5.777777778,4,5.333333333,6.666666667,4.5,100,12,4,2,2,0,2,1,0,1,0,0,10
R_7Wk6ieq2nizs9Dr,Yanny,106,18,18,18,18,15,19,4.184210526,4.666666667,4.666666667,1.571428571,4.166666667,6.5,3.555555556,141,15,2,3,2,0,1,2,2,1,1,0,14
R_7yjb1XUjYjOvhoG,Yanny,89,16,13,16,13,17,14,4,4.444444444,4.222222222,1.714285714,5.5,4.833333333,3.722222222,120,13,1,1,3,0,3,2,1,0,0,1,10
R_7ZCah7a97Nvv7RF,Yanny,94,16,16,18,13,15,16,4,3.666666667,4.888888889,1.714285714,5.166666667,5.333333333,3.555555556,124,4,1,2,1,0,0,0,0,0,0,0,4
R_85AG4m0XRIRx1gl,Yanny,114,20,16,20,20,20,18,5.631578947,6,6.111111111,2.714285714,8,6.333333333,5.277777778,154,2,0,0,0,0,1,0,1,0,0,0,1
R_8akPQeCOvdaB7Ll,Yanny,104,18,20,18,17,18,13,5.052631579,3.111111111,6.333333333,4.714285714,5.833333333,6.5,4.5,112,8,1,0,1,0,1,1,2,1,0,0,7
R_8CJIMXzksPjK99u,Yanny,27,5,4,5,4,4,5,1.105263158,1,1,1,1.666666667,1.166666667,1,35,29,4,1,6,0,9,3,2,1,1,1,20
R_8cpjI4ZuCf9NXgP,Yanny,77,10,4,20,15,12,16,3.552631579,1.666666667,6,1.571428571,3.666666667,5.5,2.833333333,115,13,1,1,2,0,5,0,3,1,0,0,8
R_8DUre4vtGeSd1UJ,Yanny,112,20,20,20,19,17,16,5.210526316,5.333333333,6.222222222,2.714285714,6.166666667,6.333333333,4.722222222,142,19,1,0,4,1,4,3,2,2,0,1,15
R_8EGYGuIqac9niiq,Laurel,108,18,16,20,17,19,18,6.210526316,5.333333333,7,5.714285714,7.166666667,7,6.055555556,152,7,1,0,3,0,2,0,1,0,0,0,5
R_8EsWYOI3QySk8WM,Yanny,92,20,17,19,16,14,6,4.157894737,4.111111111,5.444444444,1.428571429,4.5,5.833333333,3.166666667,89,13,1,1,6,1,3,0,1,0,0,0,10
R_8fiNHHHr8UD0DLZ,Yanny,76,11,12,18,16,13,6,3.052631579,3,4,1.142857143,2.666666667,4.833333333,2,73,24,0,2,5,1,4,1,5,3,1,1,20
R_8FldGrXmrYoOErD,Yanny,57,14,9,14,6,10,4,2.421052632,1.777777778,3.888888889,1,3,2.666666667,1.777777778,40,15,0,0,2,0,4,2,5,2,0,0,11
R_8MFPtlNWUMdfNvO,Yanny,98,16,20,19,14,14,15,4.131578947,4.666666667,4.777777778,1.142857143,5.333333333,5.333333333,4,119,7,0,1,2,0,0,1,1,1,0,0,7
R_8oihbNDGhF7bTih,Laurel,67,12,15,10,9,13,8,4.421052632,2,6.222222222,4.857142857,6,4,4.833333333,56,18,1,0,2,0,3,3,6,2,0,1,15
R_8pY6V1hoZKcqFee,Yanny,100,17,18,20,17,11,17,4.342105263,4.666666667,5.666666667,1.428571429,4.166666667,6.166666667,3.555555556,129,16,2,0,3,0,4,2,2,3,0,0,12
