,ResponseId,Q409,eBMRQ_total,BMRQ_total,BMRQ_emotion,BMRQ_sensorimotor,BMRQ_moodreg,BMRQ_musicseek,BMRQ_socialreward,BMRQ_absorption,Gold_total,Gold_activeengagement,Gold_perceptualabilities,Gold_musicaltraining,Gold_singingabilities,Gold_emotion,Gold_musicalsophistication,AIMS_total,PASS_total,PASS_sex,PASS_eating,PASS_touch,PASS_feeling,PASS_sound,PASS_vision,PASS_movement,PASS_temperature,PASS_general,PASS_smell,PASS_noaud,location
393,11370508,Yanny,79,65,11,9,16,19,10,14,4.6757,5.4444,5.5556,3.3333,3.4286,5,4.3333,106,34,3,0,8,0,8,3,6,2,1,1,26,birkbeck
394,11370509,Yanny,70,60,18,8,13,9,12,10,2.2703,1.3333,2.4444,0.66667,3,4.1667,1.5,53,20,2,1,3,0,4,3,3,2,0,1,16,birkbeck
395,11370554,Laurel,83,72,17,13,16,13,13,11,3.8649,2.6667,4.7778,4.1667,3.7143,4.1667,3.3889,88,15,1,1,8,0,0,1,1,2,0,1,15,birkbeck
396,11370512,Laurel,85,74,14,16,16,13,15,11,2.9189,3,3.5556,1.3333,1.7143,4.8333,1.7778,89,15,0,1,4,0,6,1,2,0,0,1,9,birkbeck
397,11370484,Yanny,97,83,18,17,20,17,11,14,3.5946,3.1111,4.6667,0.83333,4,5,2.5556,116,18,3,0,2,1,4,3,2,2,1,0,14,birkbeck
398,11370485,Laurel,98,87,14,18,19,18,18,11,4.5405,4.4444,5,3.8333,3.5714,5.8333,4.0556,114,10,1,0,5,0,0,1,0,1,0,1,10,birkbeck
399,11370514,Yanny,78,70,15,15,14,11,15,8,3.1081,2.1111,5.1111,0.66667,3.1429,4,2.3889,68,12,1,0,4,0,2,1,0,1,0,2,10,birkbeck
400,11370494,Yanny,103,88,19,20,20,12,17,15,3.9189,3.3333,5.3333,1.1667,3.5714,5.8333,3.1111,116,14,3,3,2,1,1,1,1,2,0,0,13,birkbeck
401,11370481,Laurel,114,97,20,18,20,20,19,17,4.027,5.1111,4.8889,1.1667,2.2857,6,2.5556,123,10,1,1,3,0,2,1,1,0,0,1,8,birkbeck
402,11370519,Laurel,62,55,7,12,17,10,9,7,1.9189,2.3333,2.7778,0.66667,1.5714,1.6667,1.2222,56,39,3,6,7,1,6,7,4,2,0,2,33,birkbeck
403,11370552,Yanny,98,86,20,20,15,15,16,12,4.4865,3.4444,5.7778,2.1667,4.1429,6.8333,3.3889,122,11,0,0,2,0,3,3,1,1,0,1,8,birkbeck
404,11370517,Yanny,92,74,18,16,20,11,9,18,2.7027,2.4444,3.4444,0.66667,1.5714,5.3333,1.5,106,16,1,0,4,0,4,2,2,0,0,1,12,birkbeck
405,11370488,Yanny,71,64,12,18,11,8,15,7,2.6216,2.2222,2.7778,1.5,2,4.8333,1.7778,89,19,0,1,4,1,6,1,2,2,0,0,13,birkbeck
406,11370507,Yanny,90,84,14,16,20,15,19,6,4.5405,4.1111,5.3333,3.5,5,4.5,3.7778,75,8,0,1,1,0,3,1,2,0,0,0,5,birkbeck
407,11370487,Yanny,89,74,13,16,17,14,14,15,3.5676,3.4444,2.8889,3.8333,4.1429,3.8333,3.2222,111,27,2,3,5,1,5,4,3,0,1,2,22,birkbeck
408,11370486,Laurel,95,81,15,16,17,17,16,14,4.7297,4.5556,5.8889,2.1667,4.5714,6,3.7778,122,9,2,1,0,0,2,2,1,0,0,1,7,birkbeck
409,11370561,Yanny,74,66,15,10,15,10,16,8,4.3514,2.2222,6.3333,2,4.8571,6.3333,3.7222,87,7,1,0,1,0,1,1,2,1,0,0,6,birkbeck
410,11370492,Yanny,100,82,14,19,20,14,15,18,4.3514,5,5.4444,1,3.5714,6,3.3333,146,9,0,0,3,1,2,2,1,0,0,0,7,birkbeck
411,11370493,Laurel,97,82,18,15,19,17,13,15,3.9459,4.4444,4.4444,1.5,3,6,2.8333,129,18,0,1,3,1,1,5,4,2,0,1,17,birkbeck
412,11370559,Yanny,98,84,20,18,17,14,15,14,3.7297,2.8889,5.7778,0.66667,2.5714,6.3333,2.4444,118,7,1,0,1,0,3,1,1,0,0,0,4,birkbeck
413,11370489,Laurel,109,90,16,16,20,19,19,19,5.9189,6.3333,6.1111,5,5.2857,6.6667,4.8333,160,9,2,1,0,0,3,2,0,0,0,1,6,birkbeck
414,11370510,Laurel,84,73,14,13,19,15,12,11,3,3.8889,3,0.66667,2.5714,4.5,2.1667,85,15,1,0,5,1,3,1,0,2,0,1,12,birkbeck
415,11370491,Laurel,97,81,14,17,18,16,16,16,4.7297,4.8889,4.5556,4.3333,5,4.8333,4.0556,132,14,0,1,0,0,5,4,2,2,1,0,9,birkbeck
416,11370525,Laurel,113,95,20,19,19,19,18,18,5.2973,5.6667,6.1111,3.3333,4.8571,6,4.5556,156,11,1,0,1,0,3,3,2,0,0,1,8,birkbeck
417,11370530,Laurel,92,75,14,17,20,14,10,17,4.0541,4,4.1111,3.3333,4.5714,4.1667,4,140,28,1,3,6,1,6,5,2,1,1,0,22,birkbeck
418,11370528,Laurel,97,90,18,18,19,16,19,7,3.4865,3.3333,3.1111,2.1667,5,3.8333,3.3333,80,16,2,2,3,1,2,3,1,2,0,0,14,birkbeck
419,11370536,Laurel,77,67,14,11,12,14,16,10,3.4865,3.5556,3.5556,2.8333,3.2857,4.1667,3.2778,93,11,0,1,1,0,4,3,1,0,0,1,7,birkbeck
420,11370497,Yanny,98,88,17,17,20,15,19,10,3.973,3.4444,5,0.66667,3.7143,6.8333,2.6111,95,6,0,1,1,0,3,1,0,0,0,0,3,birkbeck
421,11370502,Laurel,98,84,15,14,20,18,17,14,4.2162,4.5556,4.1111,3.8333,4.1429,4.3333,3.4444,130,25,2,2,3,0,4,6,3,3,1,1,21,birkbeck
422,11370504,Laurel,107,90,16,18,20,17,19,17,4.5946,5.2222,4.7778,3,4.4286,5.1667,4.2778,151,17,3,1,2,0,4,4,1,1,0,1,13,birkbeck
423,11370566,Yanny,92,77,17,15,15,12,18,15,4.3784,3.2222,5.6667,3.6667,3.7143,5.6667,3.6111,117,10,1,3,1,0,1,2,0,1,0,1,9,birkbeck
424,11370579,Yanny,108,92,18,19,20,16,19,16,4.6757,4.6667,5.1111,2,5,6.3333,4.1111,143,7,1,0,2,0,2,1,0,1,0,0,5,birkbeck
425,11370582,Yanny,112,92,20,14,20,18,20,20,5.1351,6.1111,4.6667,3.8333,5,5.8333,4.2222,170,27,2,4,3,0,6,5,2,2,1,0,21,birkbeck
426,11370643,Laurel,103,89,20,13,18,20,18,14,5.973,5.7778,6.3333,4.8333,6,6.8333,5.6667,140,10,2,0,1,0,2,4,0,1,0,0,8,birkbeck
427,11370604,Laurel,88,73,13,12,17,15,16,15,4.5405,4.2222,6,2.3333,3.2857,6.5,3.5,126,10,0,0,4,1,2,1,1,1,0,0,8,birkbeck
428,11370569,Yanny,101,84,17,17,20,15,15,17,4.027,4,5.8889,0.66667,3.1429,5.6667,2.7222,129,6,0,0,1,0,1,2,0,2,0,0,5,birkbeck
429,11370596,Laurel,83,70,13,13,19,13,12,13,3.6757,3.1111,4.4444,2.3333,3.1429,5.3333,2.7778,107,23,1,2,4,1,6,3,2,2,0,1,17,birkbeck
430,11370587,Laurel,101,87,15,17,20,16,19,14,5.4324,4.8889,6.3333,4.8333,4.7143,6.3333,4.8333,118,17,1,0,2,0,3,4,4,2,0,1,14,birkbeck
431,11370572,Laurel,68,59,16,10,12,10,11,9,2.973,2.2222,3.5556,3.3333,1.1429,5,1.8333,81,13,2,0,4,0,3,1,2,0,0,0,10,birkbeck
432,11370833,Laurel,85,70,16,15,17,11,11,15,3.7297,1.8889,5.3333,2.1667,4.7143,4.5,3.0556,93,13,0,1,3,0,2,1,4,0,0,1,11,birkbeck
433,11370816,Yanny,93,79,18,17,13,15,16,14,4.0811,4.3333,4.8889,2.5,3.5714,4.6667,3.4444,108,19,0,1,2,0,3,5,4,3,1,0,16,birkbeck
434,11370824,Laurel,98,81,20,10,19,17,15,17,4.8378,4.7778,5.5556,4.3333,3,6.5,3.9444,124,10,2,0,2,0,2,1,3,0,0,0,8,birkbeck
435,11371087,Laurel,117,100,20,20,20,20,20,17,5.3784,6.5556,5.5556,3.1667,4.2857,6.8333,4.3333,143,13,3,1,5,1,0,2,0,1,0,0,13,birkbeck
436,11371217,Laurel,80,73,17,18,15,11,12,7,3.027,1.5556,5,0.66667,2,5.8333,1.6111,56,15,1,2,3,0,4,3,1,0,0,1,11,birkbeck
437,11370577,Yanny,83,74,12,17,17,13,15,9,3.1351,2.7778,3.8889,2.8333,3,3,2.6667,69,15,2,3,1,0,2,3,3,0,1,0,13,birkbeck
438,11363818,Yanny,75,68,11,17,13,14,13,7,3.8378,4.1111,3.4444,4,3.7143,4,3.4444,70,15,0,1,7,1,2,2,0,0,0,1,13,birkbeck
439,11363855,Laurel,86,78,17,14,16,14,17,8,4.2973,3.6667,5.8889,3.3333,2.7143,5.6667,3.3889,70,12,0,2,4,0,3,1,0,1,0,1,9,birkbeck
440,11363878,Yanny,95,78,16,12,19,16,15,17,3.5135,2.8889,4.3333,1.8333,3,5.5,2.4444,123,20,0,1,6,0,3,1,5,2,0,1,17,birkbeck
441,11363889,Yanny,94,78,19,11,16,15,17,16,5.2432,4.4444,6.3333,5.6667,3.5714,6.3333,4.6111,119,7,0,0,1,0,0,3,1,3,0,0,7,birkbeck
442,11363898,Yanny,101,89,20,17,17,16,19,12,4.8378,4,6.1111,3.3333,4.1429,6.5,4.0556,115,10,3,1,0,0,0,2,2,0,0,1,10,birkbeck
443,11363909,Yanny,51,45,5,12,14,9,5,6,1.2703,1.2222,2.3333,0.66667,0.71429,1,0.72222,45,26,1,2,7,0,5,5,3,1,0,1,21,birkbeck
444,11363922,Yanny,87,75,12,15,17,15,16,12,2.973,3.5556,4.3333,1.3333,1.8571,3,2.1667,86,10,1,1,3,0,1,2,0,0,0,0,9,birkbeck
445,11363965,Yanny,112,92,20,20,20,13,19,20,5.3243,4.6667,6.2222,4.6667,4.7143,6.3333,4.8333,153,8,3,1,1,0,1,2,0,0,0,0,7,birkbeck
446,11363972,Laurel,103,84,15,18,20,15,16,19,3.6757,4.3333,3.6667,0.83333,3.5714,5.6667,2.6667,131,11,4,0,5,0,1,1,0,0,0,0,10,birkbeck
447,11364750,Laurel,86,73,15,13,16,15,14,13,3.5946,4.1111,4.3333,1.5,3,4.5,2.7222,102,8,0,0,4,0,1,1,0,1,0,1,7,birkbeck
